monster_unique_id,monster_parent,monster_name,monster_origin,monster_type,monster_alignment,monster_ac,monster_hp,monster_speed,monster_str,monster_dex,monster_con,monster_int,monster_wis,monster_cha,monster_saving_throws,monster_damage_vulnerabilities,monster_damage_resistances,monster_damage_immunities,monster_condition_immunities,monster_senses,monster_languages,monster_skills,monster_challenge_rating,monster_unique_ability_paragraph_1,monster_unique_ability_paragraph_2,monster_unique_ability_paragraph_3,monster_unique_ability_paragraph_4,monster_unique_ability_paragraph_5,monster_unique_ability_paragraph_6,monster_unique_ability_paragraph_7,monster_action_paragraph_1,monster_action_paragraph_2,monster_action_paragraph_3,monster_action_paragraph_4,monster_action_paragraph_5,monster_action_paragraph_6,monster_action_paragraph_7,monster_legendary_action_paragraph_1,monster_legendary_action_paragraph_2,monster_legendary_action_paragraph_3,monster_legendary_action_paragraph_4,monster_legendary_action_paragraph_5,@image1,@image2
dndgpt_mon_0120,Golem,Iron Golem,srd 5.1,"Large construct, unaligned",,20 (natural armor),210 (20d10 + 100),30 ft.,24 (+7),9 (-1),20 (+5),3 (-4),11 (+0),1 (-5),"STR +13, CON +11",,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","darkvision 120 ft., passive Perception 10",understands the languages of its creator but can't speak,,"16 (15,000 XP)","Fire Absorption. Whenever the golem is subjected to fire damage, it takes no damage and instead regains a number of hit points equal to the fire damage dealt.",Immutable Form. The golem is immune to any spell or effect that would alter its form.,Magic Resistance. The golem has advantage on saving throws against spells and other magical effects.,Magic Weapons. The golem's weapon attacks are magical.,,,,Multiattack. The golem makes two melee attacks.,"Slam. Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: 20 (3d8 + 7) bludgeoning damage.","Sword. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 23 (3d10 + 7) slashing damage.","Poison Breath (Recharge 6). The golem exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 19 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one.",,,,,,,,,,
dndgpt_mon_0121,Golem,Stone Golem,srd 5.1,"Large construct, unaligned",,17 (natural armor),178 (17d10 + 85),30 ft.,22 (+6),9 (-1),20 (+5),3 (-4),11 (+0),1 (-5),"CON +8, WIS +4",,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","darkvision 120 ft., passive Perception 10",understands the languages of its creator but can't speak,,"10 (5,900 XP)",Immutable Form. The golem is immune to any spell or effect that would alter its form.,Magic Resistance. The golem has advantage on saving throws against spells and other magical effects.,Magic Weapons. The golem's weapon attacks are magical.,,,,,Multiattack. The golem makes two slam attacks.,"Slam. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.","Slow (Recharge 5-6). The golem targets one or more creatures it can see within 10 feet of it. Each target must make a DC 17 Wisdom saving throw against this magic. On a failed save, a target can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the target can take either an action or a bonus action on its turn, not both. These effects last for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,,,
dndgpt_mon_0122,,Gorgon,srd 5.1,Large monstrosity,unaligned,19 (natural armor),114 (12d10 + 48),40 ft.,20 (+5),11 (+0),18 (+4),2 (-4),12 (+1),7 (-2),,,,,petrified,"darkvision 60 ft., passive Perception 14",-,Perception +4,"5 (1,800 XP)","Trampling Charge. If the gorgon moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 16 Strength saving throw or be knocked prone. If the target is prone, the gorgon can make one attack with its hooves against it as a bonus action.",,,,,,,"Gore. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 18 (2d12 + 5) piercing damage.","Hooves. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage.","Petrifying Breath (Recharge 5-6). The gorgon exhales petrifying gas in a 30-foot cone. Each creature in that area must succeed on a DC 13 Constitution saving throw. On a failed save, a target begins to turn to stone and is restrained. The restrained target must repeat the saving throw at the end of its next turn. On a success, the effect ends on the target. On a failure, the target is petrified until freed by the greater restoration spell or other magic.",,,,,,,,,,,
dndgpt_mon_0123,,Grick,srd 5.1,Medium monstrosity,Neutral,14 (natural armor),27 (6d8),"30 ft., climb 30 ft.",14 (+2),14 (+2),11 (+0),3 (-4),14 (+2),5 (-3),,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,"darkvision 60 ft., passive Perception 12",-,,2 (450 XP),Stone Camouflage. The grick has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,,,,,,,"Multiattack. The grick makes one attack with its tentacles. If that attack hits, the grick can make one beak attack against the same target.","Tentacles. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage.","Beak. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",,,,,,,,,,,
dndgpt_mon_0124,,Griffon,srd 5.1,Large monstrosity,unaligned,12,59 (7d10 + 21),"30 ft., fly 80 ft.",18 (+4),15 (+2),16 (+3),2 (-4),13 (+1),8 (-1),,,,,,"darkvision 60 ft., passive Perception 15",-,Perception +5,2 (450 XP),Keen Sight. The griffon has advantage on Wisdom (Perception) checks that rely on sight.,,,,,,,Multiattack. The griffon makes two attacks: one with its beak and one with its claws.,"Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.","Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",,,,,,,,,,,
dndgpt_mon_0125,,Grimlock,srd 5.1,"Medium humanoid (grimlock), neutral evil",neutral evil,11,11 (2d8 + 2),30 ft.,16 (+3),12 (+1),12 (+1),9 (-1),8 (-1),6 (-2),,,,,blinded,"blindsight 30 ft. or 10 ft. while deafened (blind beyond this radius), passive Perception 13",Undercommon,"Athletics +5, Perception +3, Stealth +3",1/4 (50 XP),Blind Senses. The grimlock can't use its blindsight while deafened and unable to smell.,Keen Hearing and Smell. The grimlock has advantage on Wisdom (Perception) checks that rely on hearing or smell.,Stone Camouflage. The grimlock has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,,,,,"Spiked Bone Club. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) bludgeoning damage plus 2 (1d4) piercing damage.",,,,,,,,,,,,,
dndgpt_mon_0126,Hags,Green Hag,srd 5.1,Medium fey,neutral evil,17 (natural armor),82 (11d8 + 33),30 ft.,18 (+4),12 (+1),16 (+3),13 (+1),14 (+2),14 (+2),,,,,,"darkvision 60 ft., passive Perception 14","Common, Draconic, Sylvan","Arcana +3, Deception +4, Perception +4, Stealth +3",3 (700 XP),Amphibious. The hag can breathe air and water.,"Innate Spellcasting. The hag's innate spellcasting ability is Charisma (spell save DC 12). She can innately cast the following spells, requiring no material components: At will: dancing lights, minor illusion, vicious mockery.",Mimicry. The hag can mimic animal sounds and humanoid voices. A creature that hears the sounds can tell they are imitations with a successful DC 14 Wisdom (Insight) check.,,,,,"Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.","Death Glare. The hag targets one frightened creature she can see within 30 feet of her. If the target can see the hag, it must succeed on a DC 11 Wisdom saving throw against this magic or drop to 0 hit points.","Illusory Appearance. The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like an ugly creature of her general size and humanoid shape. The effect ends if the hag takes a bonus action to end it or if she dies. The changes wrought by this effect fail to hold up to physical inspection. For example, the hag could appear to have no claws, but someone touching her hand might feel the claws.",,,,,,,,,,,
dndgpt_mon_0127,Hags,Night Hag,srd 5.1,"Medium fiend, neutral evil",neutral evil,17 (natural armor),112 (15d8 + 45),30 ft.,18 (+4),15 (+2),16 (+3),16 (+3),14 (+2),16 (+3),"CON +11, INT +9, WIS +6, CHA +7",,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",,charmed,"darkvision 120 ft., passive Perception 16","Abyssal, Common, Infernal, Primordial","Deception +7, Insight +6, Perception +6, Stealth +6","5 (1,800 XP)","Invisible Passage. The hag magically turns invisible until she attacks or casts a spell, or until her concentration ends (as if concentrating on a spell). While invisible, she leaves no physical evidence of her passage, so she can be tracked only by magic. Any equipment she wears or carries is invisible with her.",,,,,,,"Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.","Death Glare. The hag targets one frightened creature she can see within 30 feet of her. If the target can see the hag, it must succeed on a DC 11 Wisdom saving throw against this magic or drop to 0 hit points.","Illusory Appearance. The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like another creature of her general size and humanoid shape. The illusion ends if the hag takes a bonus action to end it or if she dies. The changes wrought by this effect fail to hold up to physical inspection. For example, the hag could appear to have smooth skin, but someone touching her would feel her rough flesh. Otherwise, a creature must take an action to visually inspect the illusion and succeed on a DC 20 Intelligence (Investigation) check to discern that the hag is disguised.",,,,,,,,,,,
dndgpt_mon_0128,Hags,Sea Hag,srd 5.1,"Medium fey, chaotic evil",Chaotic Evil,14 (natural armor),52 (7d8 + 21),"30 ft., swim 40 ft.",16 (+3),13 (+1),16 (+3),12 (+1),12 (+1),13 (+1),"WIS +3, CHA +3",,,,,"darkvision 60 ft., passive Perception 11","Aquan, Common, Giant",,2 (450 XP),Amphibious. The hag can breathe air and water.,"Horrific Appearance. Any humanoid that starts its turn within 30 feet of the hag and can see the hag's true form must make a DC 11 Wisdom saving throw. On a failed save, the creature is frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, with disadvantage if the hag is within line of sight, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the hag's Horrific Appearance for the next 24 hours. Unless the target is surprised or the revelation of the hag's true form is sudden, the target can avert its eyes and avoid making the initial saving throw. Until the start of its next turn, a creature that averts its eyes has disadvantage on attack rolls against the hag.",,,,,,"Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.","Death Glare. The hag targets one frightened creature she can see within 30 feet of her. If the target can see the hag, it must succeed on a DC 11 Wisdom saving throw against this magic or drop to 0 hit points.","Illusory Appearance. The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like an ugly creature of her general size and humanoid shape. The effect ends if the hag takes a bonus action to end it or if she dies. The changes wrought by this effect fail to hold up to physical inspection. For example, the hag could appear to have smooth skin, but someone touching her would feel her rough flesh. Otherwise, a creature must take an action to visually inspect the illusion and succeed on a DC 20 Intelligence (Investigation) check to discern that the hag is disguised.",,,,,,,,,,,
dndgpt_mon_0129,,Half-Dragon Template,srd 5.1,"A beast, humanoid, giant, or monstrosity",Any alignment,,,,,,,,,,,,Varies based on the dragon color,,,"blindsight 10 ft., darkvision 60 ft.","Draconic, plus any other languages it knows",Varies based on the original creature,Varies based on the original creature,The half-dragon gains resistance to a type of damage based on its color.,The half-dragon gains blindsight with a radius of 10 feet and darkvision with a radius of 60 feet.,,,,,,Breath Weapon. The half-dragon has the breath weapon of its dragon half. The half-dragon's size determines how this action functions.,"Size and Breath Weapon: Large or smaller: As a wyrmling, Challenge 2 or higher. Huge: As a young dragon, Challenge 7 or higher. Gargantuan: As an adult dragon, Challenge 8 or higher.",,,,,,,,,,,,
dndgpt_mon_0130,,Half-Red Dragon Veteran,srd 5.1,"Medium humanoid (human), any alignment",,18 (plate),65 (10d8 + 20),30 ft.,16 (+3),13 (+1),14 (+2),10 (+0),11 (+0),10 (+0),"DEX +5, CON +6",,fire,,,"blindsight 10 ft., darkvision 60 ft., passive Perception 12","Common, Draconic","Athletics +5, Perception +2","5 (1,800 XP)",,,,,,,,"Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.","Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.","Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.","Heavy Crossbow. Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage.","Fire Breath (Recharge 5-6). The veteran exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 24 (7d6) fire damage on a failed save, or half as much damage on a successful one.",,,,,,,,,
dndgpt_mon_0131,,Harpy,srd 5.1,Medium monstrosity,chaotic evil,11,38 (7d8 + 7),"20 ft., fly 40 ft.",12 (+1),13 (+1),12 (+1),7 (-2),10 (+0),13 (+1),"DEX +3, CHA +3",,,,,passive Perception 10,Common,,1 (200 XP),"Luring Song. The harpy sings a magical melody. Every humanoid and giant within 300 feet of the harpy that can hear the song must succeed on a DC 11 Wisdom saving throw or be charmed until the song ends. The harpy must take a bonus action on its subsequent turns to continue singing. It can stop singing at any time. The song ends if the harpy is incapacitated. While charmed by the harpy, a target is incapacitated and ignores the songs of other harpies. If the charmed target is more than 5 feet away from the harpy, the target must move on its turn toward the harpy by the most direct route, trying to get within 5 feet. It doesn't avoid opportunity attacks, but before moving into damaging terrain, such as lava or a pit, and whenever it takes damage from a source other than the harpy, the target can repeat the saving throw. A charmed target can also repeat the saving throw at the end of each of its turns. If the saving throw is successful, the effect ends on it. A target that successfully saves is immune to this harpy's song for the next 24 hours.",,,,,,,Multiattack. The harpy makes two attacks: one with its claws and one with its club.,"Claws. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) slashing damage.","Club. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) bludgeoning damage.",,,,,,,,,,,
dndgpt_mon_0132,,Hippogriff,srd 5.1,Large monstrosity,unaligned,11,19 (3d10 + 3),"40 ft., fly 60 ft.",17 (+3),13 (+1),13 (+1),2 (-4),12 (+1),8 (-1),,,,,,passive Perception 15,-,Perception +5,1 (200 XP),Keen Sight. The hippogriff has advantage on Wisdom (Perception) checks that rely on sight.,,,,,,,Multiattack. The hippogriff makes two attacks: one with its beak and one with its claws.,"Beak. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage.","Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.",,,,,,,,,,,
dndgpt_mon_0133,,Hobgoblin,srd 5.1,Medium humanoid (goblinoid),lawful evil,"18 (chain mail, shield)",11 (2d8 + 2),30 ft.,13 (+1),12 (+1),12 (+1),10 (+0),10 (+0),9 (-1),,,,poison,"charmed, poisoned","darkvision 60 ft., passive Perception 10","Common, Goblin",,1/2 (100 XP),"Martial Advantage. Once per turn, the hobgoblin can deal an extra 7 (2d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn't incapacitated.",,,,,,,"Longsword. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage, or 6 (1d10 + 1) slashing damage if used with two hands.","Longbow. Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. Hit: 5 (1d8 + 1) piercing damage.",,,,,,,,,,,,
dndgpt_mon_0134,,Homunculus,srd 5.1,Tiny construct,neutral,13 (natural armor),5 (2d4),"20 ft., fly 40 ft.",4 (-3),15 (+2),11 (+0),10 (+0),10 (+0),7 (-2),,,,poison,"charmed, poisoned","darkvision 60 ft., passive Perception 10",understands the languages of its creator but can't speak,,0 (10 XP),"Telepathic Bond. While the homunculus is on the same plane of existence as its master, it can magically convey what it senses to its master, and the two can communicate telepathically.",,,,,,,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 1 piercing damage, and the target must succeed on a DC 10 Constitution saving throw or be poisoned for 1 minute. If the saving throw fails by 5 or more, the target is instead poisoned for 5 (1d10) minutes and unconscious while poisoned in this way.",,,,,,,,,,,,,
